year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2016,Monroe County,05000US19135,1032,7795,1032,194,7795,93
2016,Major County,05000US40093,1031,7603,1031,200,7603,77
2016,Lyon County,05000US21143,1030,6913,1030,287,6913,315
2015,Haskell County,05000US48207,1030,5021,1030,220,5021,427
2014,Middlesex County,05000US51119,1030,10505,1030,252,10505,101
2014,Kingfisher County,05000US40073,1030,14984,1030,244,14984,84
2015,Cotton County,05000US40033,1030,5971,1030,267,5971,69
2014,Hansford County,05000US48195,1030,5461,1030,261,5461,97
2015,Valdez-Cordova Census Area,05000US02261,1029,9471,1029,249,9471,48
2013,Butte County,05000US46019,1028,10090,1028,279,10090,64
2013,Pleasants County,05000US54073,1028,7052,1028,264,7052,109
2016,Butte County,05000US46019,1028,10063,1028,231,10063,108
2013,Kit Carson County,05000US08063,1027,7424,1027,221,7424,257
2013,Mills County,05000US19129,1026,14633,1026,290,14633,132
2014,Winnebago County,05000US19189,1026,10088,1026,219,10088,116
2014,Power County,05000US16077,1026,7675,1026,448,7675,46
2016,Hancock County,05000US19081,1026,10807,1026,192,10807,51
2016,Pope County,05000US27121,1026,10755,1026,223,10755,114
2016,Barnes County,05000US38003,1025,10495,1025,201,10495,170
2013,Luce County,05000US26095,1025,5499,1025,202,5499,127
2013,Hamilton County,05000US48193,1025,8149,1025,231,8149,60
2016,Winnebago County,05000US19189,1023,9982,1023,224,9982,154
2016,Brewster County,05000US48043,1023,9102,1023,248,9102,64
2016,Keith County,05000US31101,1023,7999,1023,278,7999,48
2013,Piatt County,05000US17147,1022,16433,1022,266,16433,72
2016,Park County,05000US08093,1022,16285,1022,249,16285,84
2014,DeKalb County,05000US29063,1022,9271,1022,222,9271,342
2014,La Salle County,05000US48283,1021,6194,1021,501,6194,291
2013,Custer County,05000US31041,1020,10677,1020,190,10677,52
2015,Piatt County,05000US17147,1019,16392,1019,364,16392,46
2014,Clearwater County,05000US16035,1018,7644,1018,151,7644,342
2014,Monona County,05000US19133,1016,8911,1016,316,8911,102
2013,Grant County,05000US20067,1015,7787,1015,337,7787,38
2016,Stevens County,05000US20189,1014,5647,1014,264,5647,86
2014,Ralls County,05000US29173,1014,10082,1014,200,10082,55
2016,King and Queen County,05000US51097,1013,7140,1013,326,7140,17
2015,Tucker County,05000US54093,1013,6791,1013,202,6791,113
2015,O'Brien County,05000US19141,1013,13855,1013,200,13855,109
2014,Yuma County,05000US08125,1012,9967,1012,281,9967,98
2015,Pope County,05000US27121,1011,10731,1011,201,10731,135
2015,Southeast Fairbanks Census Area,05000US02240,1011,6960,1011,256,6960,36
2014,Jefferson County,05000US30043,1010,11224,1010,244,11224,77
2014,Cotton County,05000US40033,1010,5999,1010,254,5999,73
2016,Sherman County,05000US20181,1010,5931,1010,343,5931,81
2013,Washakie County,05000US56043,1009,8316,1009,289,8316,86
2014,New Kent County,05000US51127,1009,18600,1009,408,18600,203
2013,Anderson County,05000US20003,1007,7872,1007,313,7872,48
2013,Jefferson County,05000US31095,1005,7409,1005,232,7409,54
2015,Mitchell County,05000US19131,1005,10522,1005,250,10522,100
2016,Weston County,05000US56045,1002,6819,1002,354,6819,84
2015,Lyon County,05000US21143,1002,7024,1002,263,7024,282
2013,Pocahontas County,05000US19151,1002,7067,1002,175,7067,54
2016,Haskell County,05000US48207,1000,4862,1000,264,4862,412
2013,Mountrail County,05000US38061,1000,8127,1000,191,8127,81
2013,Russell County,05000US20167,1000,6835,1000,277,6835,59
2013,McKenzie County,05000US38053,1000,7272,1000,202,7272,70
2016,Rock County,05000US27133,998,9337,998,214,9337,96
2016,Sac County,05000US19161,997,9811,997,174,9811,95
2016,Day County,05000US46037,997,5401,997,190,5401,79
2016,Yoakum County,05000US48501,996,8316,996,402,8316,18
2016,Cheyenne County,05000US31033,996,9948,996,307,9948,85
2013,Essex County,05000US50009,995,6250,995,111,6250,25
2015,Winnebago County,05000US19189,995,10033,995,245,10033,153
2013,Pope County,05000US27121,993,10740,993,193,10740,82
2013,Sherman County,05000US20181,993,5897,993,331,5897,105
2015,Baraga County,05000US26013,992,6356,992,171,6356,428
2013,Hardin County,05000US17069,992,4205,992,179,4205,34
2013,Ida County,05000US19093,992,6882,992,187,6882,80
2015,Boise County,05000US16015,991,6839,991,220,6839,54
2013,Pipestone County,05000US27117,991,9261,991,163,9261,67
2013,Haskell County,05000US48207,990,5235,990,250,5235,331
2016,Wayne County,05000US31179,990,8170,990,268,8170,206
2016,Holt County,05000US31089,990,10160,990,199,10160,100
2015,Van Buren County,05000US47175,988,5495,988,209,5495,77
2014,Shelby County,05000US29205,988,6020,988,177,6020,71
2013,Archer County,05000US48009,988,8755,988,243,8755,41
2015,White Pine County,05000US32033,987,8591,987,311,8591,205
2013,Ralls County,05000US29173,987,10002,987,239,10002,80
2015,Pocahontas County,05000US19151,987,6961,987,135,6961,63
2014,Los Alamos County,05000US35028,986,17851,986,326,17851,96
2013,Middlesex County,05000US51119,986,10543,986,242,10543,93
2014,Baraga County,05000US26013,985,6447,985,176,6447,473
2015,Clearwater County,05000US16035,985,7512,985,181,7512,393
2014,Prince of Wales-Hyder Census Area,05000US02198,983,6310,983,144,6310,20
2014,Swift County,05000US27151,983,9425,983,176,9425,90
2015,Middlesex County,05000US51119,982,10370,982,250,10370,110
2016,Richland County,05000US30083,981,11380,981,259,11380,17
2014,White Pine County,05000US32033,980,8891,980,324,8891,189
2016,Wallowa County,05000US41063,980,6733,980,217,6733,21
2014,Lyon County,05000US21143,980,7060,980,267,7060,268
2014,Kingman County,05000US20095,979,7612,979,273,7612,66
2015,Yoakum County,05000US48501,979,8202,979,324,8202,26
2014,Somervell County,05000US48425,978,8303,978,331,8303,125
2013,Valley County,05000US30105,977,7226,977,205,7226,92
2013,Barnes County,05000US38003,976,10536,976,257,10536,153
2015,North Slope Borough,05000US02185,976,9539,976,192,9539,89
2013,McLean County,05000US38055,975,8963,975,150,8963,104
2013,Rio Blanco County,05000US08103,974,6519,974,412,6519,69
2016,Jefferson County,05000US30043,973,11383,973,219,11383,54
2013,Humboldt County,05000US19091,972,9564,972,202,9564,93
2015,La Salle County,05000US48283,972,6242,972,482,6242,245
2014,Charles City County,05000US51036,972,7130,972,179,7130,19
2016,Clearwater County,05000US16035,972,7444,972,148,7444,303
2013,Clearwater County,05000US16035,971,7771,971,203,7771,346
2014,Pepin County,05000US55091,970,7232,970,163,7232,62
2015,Carlisle County,05000US21039,970,4900,970,215,4900,87
2016,Mitchell County,05000US19131,970,10521,970,209,10521,92
2016,New Kent County,05000US51127,970,19455,970,330,19455,145
2016,Calhoun County,05000US05013,969,5057,969,220,5057,43
2013,Bland County,05000US51021,969,5853,969,348,5853,248
2014,Hancock County,05000US19081,968,10992,968,224,10992,63
2014,Hamilton County,05000US48193,968,8042,968,273,8042,114
2015,Ontonagon County,05000US26131,967,6226,967,141,6226,69
2014,Worth County,05000US19195,966,7416,966,192,7416,80
2016,Pepin County,05000US55091,965,7209,965,157,7209,54
2013,Benton County,05000US18007,964,8671,964,213,8671,53
2013,North Slope Borough,05000US02185,964,9320,964,242,9320,103
2013,Blanco County,05000US48031,963,10387,963,250,10387,61
2014,North Slope Borough,05000US02185,961,9448,961,241,9448,104
2015,Chattahoochee County,05000US13053,960,8359,960,350,8359,516
2014,Keith County,05000US31101,960,8077,960,222,8077,87
2015,Weston County,05000US56045,958,6778,958,261,6778,131
2016,Greer County,05000US40055,957,5035,957,285,5035,169
2014,Ida County,05000US19093,956,6899,956,200,6899,95
2016,Cotton County,05000US40033,956,5921,956,262,5921,72
2014,Carlisle County,05000US21039,955,4953,955,213,4953,80
2014,Hardeman County,05000US48197,955,4013,955,236,4013,35
2015,Blanco County,05000US48031,954,10569,954,245,10569,85
2013,Kingman County,05000US20095,953,7608,953,278,7608,78
2013,Harper County,05000US20077,953,5765,953,162,5765,61
2014,Archer County,05000US48009,953,8741,953,245,8741,68
2013,Merrick County,05000US31121,952,7559,952,256,7559,107
2014,Greenwood County,05000US20073,951,6346,951,130,6346,89
2016,Schuyler County,05000US29197,951,4307,951,180,4307,82
2016,Wheeler County,05000US48483,951,5529,951,203,5529,105
2013,Iron County,05000US55051,951,5806,951,233,5806,67
2016,Greene County,05000US19073,950,8929,950,198,8929,97
2013,Major County,05000US40093,949,7517,949,211,7517,51
2013,Pickett County,05000US47137,949,4954,949,256,4954,100
2015,Norton city,05000US51720,949,3949,949,284,3949,59
2015,King and Queen County,05000US51097,949,7106,949,315,7106,17
2014,Knox County,05000US29103,948,3992,948,180,3992,51
2014,Southeast Fairbanks Census Area,05000US02240,948,6970,948,235,6970,60
2015,Palo Alto County,05000US19147,948,8842,948,200,8842,98
2016,Baraga County,05000US26013,947,6298,947,185,6298,430
2014,Nantucket County,05000US25019,947,10289,947,307,10289,71
2015,Pepin County,05000US55091,947,7226,947,132,7226,58
2015,Greenwood County,05000US20073,945,6265,945,175,6265,75
2015,Monroe County,05000US19135,944,7825,944,267,7825,91
2014,Wallowa County,05000US41063,944,6807,944,197,6807,35
2016,Custer County,05000US46033,944,8127,944,223,8127,126
2016,Union County,05000US46127,943,14652,943,193,14652,69
2016,Bent County,05000US08011,943,3735,943,248,3735,330
2015,Clay County,05000US20027,942,8271,942,254,8271,52
2013,Mora County,05000US35033,941,4788,941,251,4788,12
2016,Mineral County,05000US32021,941,4438,941,229,4438,36
2016,Southeast Fairbanks Census Area,05000US02240,941,6906,941,266,6906,30
2016,Hutchinson County,05000US46067,940,6991,940,223,6991,84
2014,Hutchinson County,05000US46067,940,6958,940,197,6958,118
2013,Richmond County,05000US51159,940,7321,940,222,7321,611
2015,Hansford County,05000US48195,939,5484,939,265,5484,103
2016,Prince of Wales-Hyder Census Area,05000US02198,938,6302,938,131,6302,29
2016,Boise County,05000US16015,938,6844,938,248,6844,56
2016,Power County,05000US16077,937,7621,937,387,7621,43
2013,Mineral County,05000US32021,937,4563,937,267,4563,83
2014,Putnam County,05000US29171,937,4832,937,219,4832,88
2016,Mellette County,05000US46095,937,2030,937,121,2030,47
2016,Moody County,05000US46101,935,6368,935,226,6368,81
2013,Hansford County,05000US48195,934,5488,934,244,5488,65
2014,Valdez-Cordova Census Area,05000US02261,933,9527,933,224,9527,54
2015,Harper County,05000US20077,933,5699,933,156,5699,55
2015,Charles City County,05000US51036,933,7089,933,143,7089,20
2014,Cedar County,05000US31027,931,8582,931,202,8582,58
2015,Keith County,05000US31101,931,8024,931,223,8024,54
2014,Pershing County,05000US32027,931,4842,931,221,4842,236
2016,San Saba County,05000US48411,930,5170,930,254,5170,176
2013,Gallatin County,05000US17059,929,5415,929,166,5415,85
2015,Essex County,05000US50009,929,6178,929,133,6178,23
2016,Shelby County,05000US29205,928,5895,928,192,5895,98
2016,Clark County,05000US29045,928,6725,928,159,6725,130
2013,Union County,05000US18161,928,7326,928,272,7326,68
2016,Ontonagon County,05000US26131,928,6095,928,132,6095,70
2015,Clark County,05000US29045,928,6779,928,214,6779,133
2016,Piatt County,05000US17147,927,16375,927,254,16375,37
2013,Clarke County,05000US51043,926,13904,926,260,13904,105
2015,Putnam County,05000US29171,926,4828,926,207,4828,81
2015,Hutchinson County,05000US46067,926,6937,926,171,6937,120
2014,Doniphan County,05000US20043,925,7247,925,188,7247,129
2013,Southeast Fairbanks Census Area,05000US02240,924,6970,924,248,6970,68
2013,Monroe County,05000US19135,924,7802,924,239,7802,79
2015,Hancock County,05000US19081,924,10893,924,164,10893,89
2016,Wayne County,05000US19185,924,6298,924,215,6298,64
2016,San Miguel County,05000US08113,923,7736,923,210,7736,19
2016,Marshall County,05000US20117,923,9761,923,183,9761,87
2016,Osage County,05000US29151,923,13433,923,185,13433,109
2013,Hutchinson County,05000US46067,923,6977,923,186,6977,119
2015,Bent County,05000US08011,923,3604,923,275,3604,605
2013,Swift County,05000US27151,923,9446,923,156,9446,83
2016,McLean County,05000US38055,923,9371,923,163,9371,74
2013,DeKalb County,05000US29063,922,9285,922,229,9285,233
2013,Rooks County,05000US20163,922,5035,922,189,5035,64
2014,Clay County,05000US20027,922,8294,922,286,8294,62
2013,Yoakum County,05000US48501,922,7880,922,284,7880,105
2014,Richmond County,05000US51159,922,7151,922,266,7151,949
2015,Mellette County,05000US46095,921,2035,921,147,2035,47
2015,Prince of Wales-Hyder Census Area,05000US02198,921,6307,921,148,6307,25
2013,Delta County,05000US48119,921,5148,921,258,5148,41
2014,Sullivan County,05000US42113,920,6226,920,157,6226,117
2014,Mineral County,05000US32021,919,4505,919,256,4505,86
2013,Wallowa County,05000US41063,917,6846,917,194,6846,22
2014,Valley County,05000US30105,917,7300,917,202,7300,85
2014,Kimble County,05000US48267,917,4445,917,185,4445,76
2013,Lyon County,05000US19119,916,11476,916,219,11476,58
2015,Jim Hogg County,05000US48247,915,5216,915,309,5216,28
2013,Bailey County,05000US48017,915,7019,915,472,7019,52
2015,Schuyler County,05000US29197,914,4306,914,239,4306,76
2014,Moody County,05000US46101,914,6375,914,199,6375,73
2015,Kimble County,05000US48267,912,4420,912,217,4420,57
2016,Essex County,05000US50009,912,6154,912,132,6154,16
2013,Putnam County,05000US29171,912,4843,912,216,4843,80
2013,Keith County,05000US31101,911,8098,911,264,8098,89
2016,Lucas County,05000US19117,910,8565,910,205,8565,81
2015,Moody County,05000US46101,910,6356,910,217,6356,83
2013,Clear Creek County,05000US08019,909,8872,909,270,8872,99
2013,Winkler County,05000US48495,909,7121,909,275,7121,77
2015,Jefferson County,05000US31095,909,7297,909,208,7297,93
2014,Lyon County,05000US19119,908,11509,908,199,11509,65
2014,Gallatin County,05000US17059,907,5420,907,147,5420,23
2015,Mineral County,05000US32021,907,4482,907,223,4482,44
2013,Valley County,05000US16085,907,9545,907,294,9545,44
2015,Calhoun County,05000US05013,907,5101,907,203,5101,37
2013,Pepin County,05000US55091,907,7267,907,142,7267,31
2016,Tyrrell County,05000US37177,905,3582,905,209,3582,102
2016,Los Alamos County,05000US35028,904,17799,904,255,17799,79
2014,Sheridan County,05000US31161,903,5235,903,183,5235,63
2013,Hamilton County,05000US31081,902,8923,902,241,8923,101
2016,Putnam County,05000US29171,900,4805,900,218,4805,87
2013,Murray County,05000US27101,900,8500,900,179,8500,52
2014,Catron County,05000US35003,900,3630,900,252,3630,27
2016,Tucker County,05000US54093,899,6735,899,192,6735,96
2013,Teton County,05000US30099,899,5964,899,179,5964,59
2016,Jackson County,05000US27063,895,9996,895,209,9996,51
2013,Mathews County,05000US51115,895,8857,895,349,8857,33
2015,Dillingham Census Area,05000US02070,894,4945,894,102,4945,18
2016,Russell County,05000US20167,893,6868,893,288,6868,30
2014,Costilla County,05000US08023,893,3578,893,202,3578,12
2016,Coffey County,05000US20031,892,8303,892,177,8303,94
2015,Doniphan County,05000US20043,892,7198,892,178,7198,124
2013,Ontonagon County,05000US26131,892,6468,892,141,6468,75
2014,Harper County,05000US20077,892,5734,892,160,5734,59
2013,Doniphan County,05000US20043,891,7226,891,144,7226,119
2016,Greenwood County,05000US20073,890,6180,890,163,6180,73
2013,Childress County,05000US48075,890,5591,890,358,5591,238
2015,Hyde County,05000US37095,890,5022,890,338,5022,251
2014,Dillingham Census Area,05000US02070,890,4922,890,110,4922,18
2013,Beaver County,05000US49001,889,6301,889,246,6301,181
2016,Hall County,05000US48191,889,3098,889,259,3098,32
2015,Worth County,05000US19195,887,7418,887,176,7418,66
2013,Baraga County,05000US26013,887,6728,887,165,6728,307
2013,Dillingham Census Area,05000US02070,886,4896,886,130,4896,18
2015,Russell County,05000US20167,885,6871,885,260,6871,75
2016,Pocahontas County,05000US19151,885,6898,885,141,6898,51
2015,Valley County,05000US30105,885,7391,885,197,7391,71
2014,Palo Alto County,05000US19147,885,8902,885,163,8902,130
2013,Taylor County,05000US19173,884,6114,884,144,6114,58
2014,Wheeler County,05000US13309,884,3744,884,565,3744,1595
2013,Cotton County,05000US40033,882,5995,882,207,5995,76
2016,Cedar County,05000US31027,881,8483,881,225,8483,51
2015,Jasper County,05000US17079,881,9532,881,262,9532,84
2013,Lexington city,05000US51678,881,3502,881,646,3502,1682
2015,Surry County,05000US51181,881,6823,881,209,6823,17
2013,Pershing County,05000US32027,879,4885,879,263,4885,177
2013,Sitka City and Borough,05000US02220,879,8769,879,217,8769,84
2016,Wirt County,05000US54105,876,5761,876,212,5761,73
2013,Wahkiakum County,05000US53069,875,3877,875,297,3877,67
2016,Madison County,05000US30057,874,7744,874,232,7744,42
2013,Kimble County,05000US48267,874,4483,874,193,4483,65
2016,Doniphan County,05000US20043,873,7162,873,168,7162,92
2015,Garfield County,05000US49017,873,4837,873,227,4837,108
2014,Yoakum County,05000US48501,872,8028,872,293,8028,26
2014,Lake County,05000US08065,872,7163,872,296,7163,73
2013,Cedar County,05000US31027,871,8626,871,174,8626,75
2013,Jefferson County,05000US30043,870,11190,870,179,11190,77
2016,Sheridan County,05000US31161,870,5176,870,180,5176,33
2016,Grant County,05000US20067,870,7666,870,397,7666,78
2013,Sullivan County,05000US42113,870,6256,870,120,6256,116
2016,Mineral County,05000US30061,869,4170,869,204,4170,29
2013,Sac County,05000US19161,868,9995,868,137,9995,98
2014,Winkler County,05000US48495,867,7275,867,254,7275,81
2015,Toole County,05000US30101,866,4506,866,204,4506,114
2015,Cedar County,05000US31027,864,8502,864,191,8502,58
2015,Hardin County,05000US17069,864,4183,864,154,4183,48
2014,Jackson County,05000US46071,863,3132,863,252,3132,51
2015,Archer County,05000US48009,862,8681,862,225,8681,67
2015,Wheeler County,05000US48483,862,5498,862,216,5498,52
2013,Norman County,05000US27107,861,6582,861,135,6582,60
2014,Calhoun County,05000US05013,860,5144,860,204,5144,32
2016,Gallatin County,05000US17059,860,5295,860,175,5295,25
2015,Taylor County,05000US19173,860,6088,860,143,6088,48
2013,Kinney County,05000US48271,860,3348,860,318,3348,133
2013,Lincoln County,05000US32017,859,4958,859,300,4958,121
2013,Phillips County,05000US08095,858,4322,858,274,4322,26
2015,Sheridan County,05000US31161,857,5191,857,193,5191,25
2014,Custer County,05000US16037,857,4232,857,268,4232,49
2013,Grundy County,05000US19075,856,12244,856,190,12244,47
2013,Worth County,05000US19195,856,7419,856,190,7419,57
2013,Scotland County,05000US29199,856,4716,856,189,4716,93
2014,Norman County,05000US27107,856,6566,856,130,6566,45
2016,Dewey County,05000US40043,855,4729,855,201,4729,52
2015,San Miguel County,05000US08113,854,7645,854,220,7645,18
2014,Monroe County,05000US19135,854,7825,854,248,7825,88
2013,Marshall County,05000US46091,853,4574,853,128,4574,49
2014,Wahkiakum County,05000US53069,853,3901,853,241,3901,57
2014,Iron County,05000US55051,852,5769,852,128,5769,102
2016,Custer County,05000US16037,852,4139,852,212,4139,25
2013,Hickman County,05000US21105,852,4646,852,191,4646,78
2013,Lincoln County,05000US16063,852,5128,852,160,5128,72
2014,Grundy County,05000US19075,851,12212,851,183,12212,84
2015,Edwards County,05000US17047,851,6613,851,135,6613,45
2016,Crockett County,05000US48105,851,3753,851,311,3753,203
2015,Custer County,05000US46033,850,8062,850,188,8062,140
2015,Costilla County,05000US08023,850,3581,850,174,3581,11
2013,Prince of Wales-Hyder Census Area,05000US02198,850,5615,850,166,5615,28
2013,Charles City County,05000US51036,850,7190,850,139,7190,15
2013,Stevens County,05000US20189,848,5625,848,313,5625,66
2016,Bear Lake County,05000US16007,847,5857,847,185,5857,73
2013,Bon Homme County,05000US46009,847,5748,847,176,5748,158
2013,Thomas County,05000US20193,846,7542,846,225,7542,210
2016,Jefferson County,05000US31095,846,7217,846,218,7217,99
2015,Norman County,05000US27107,846,6543,846,124,6543,52
2013,Sheridan County,05000US31161,845,5272,845,164,5272,59
2014,Murray County,05000US27101,844,8446,844,129,8446,56
2015,Hall County,05000US48191,844,3143,844,225,3143,32
2016,La Salle County,05000US48283,843,6382,843,451,6382,284
2016,Mathews County,05000US51115,843,8768,843,333,8768,56
2015,Lyon County,05000US19119,843,11552,843,179,11552,48
2013,Powell County,05000US30077,842,5505,842,201,5505,193
2015,Barnes County,05000US38003,841,10551,841,182,10551,162
2014,Merrick County,05000US31121,840,7546,840,247,7546,128
2013,Putnam County,05000US17155,839,5889,839,188,5889,43
2014,Taylor County,05000US19173,839,6085,839,157,6085,55
2014,Kinney County,05000US48271,839,3309,839,261,3309,117
2014,Weston County,05000US56045,838,6782,838,277,6782,99
2016,Turner County,05000US46125,837,8091,837,122,8091,114
2015,Gallatin County,05000US17059,837,5360,837,166,5360,20
2014,Pickett County,05000US47137,837,5004,837,253,5004,75
2014,Powell County,05000US30077,836,5482,836,249,5482,196
2016,Lake County,05000US08065,836,7255,836,275,7255,67
2014,Mineral County,05000US30061,834,4129,834,304,4129,57
2015,Wayne County,05000US19185,834,6280,834,174,6280,74
2015,Lake County,05000US08065,833,7218,833,294,7218,65
2015,Coffey County,05000US20031,833,8331,833,145,8331,95
2015,Pershing County,05000US32027,832,4749,832,197,4749,177
2013,San Saba County,05000US48411,831,5471,831,257,5471,470
2016,Kimble County,05000US48267,831,4385,831,224,4385,54
2014,Edwards County,05000US17047,830,6652,830,159,6652,45
2013,Spink County,05000US46115,830,6303,830,189,6303,107
2014,Tyrrell County,05000US37177,829,3611,829,222,3611,281
2014,Lincoln County,05000US16063,829,5177,829,195,5177,57
2016,Lyman County,05000US46085,829,3812,829,110,3812,24
2014,Jim Hogg County,05000US48247,828,5239,828,322,5239,22
2013,Traill County,05000US38097,828,7760,828,187,7760,141
2014,Clear Creek County,05000US08019,828,8944,828,302,8944,85
2014,Wayne County,05000US19185,827,6268,827,130,6268,78
2016,Pickett County,05000US47137,827,5002,827,231,5002,106
2014,Beaver County,05000US49001,824,6358,824,262,6358,232
2013,Palo Alto County,05000US19147,824,9001,824,167,9001,85
2015,Knox County,05000US29103,823,3946,823,174,3946,49
2014,Brule County,05000US46015,821,5128,821,280,5128,82
2013,Grant County,05000US46051,821,7174,821,203,7174,70
2015,Furnas County,05000US31065,820,4768,820,158,4768,53
2015,Madison County,05000US30057,820,7691,820,233,7691,38
2014,Turner County,05000US46125,819,8159,819,161,8159,69
2013,Yuma County,05000US08125,818,9949,818,251,9949,64
2014,Hamilton County,05000US31081,818,8943,818,249,8943,86
2013,Custer County,05000US46033,816,7942,816,201,7942,129
2014,Furnas County,05000US31065,815,4814,815,159,4814,23
2016,Dillingham Census Area,05000US02070,815,4945,815,90,4945,19
2014,Antelope County,05000US31003,813,6434,813,157,6434,78
2014,Rooks County,05000US20163,813,5014,813,210,5014,45
2015,Sublette County,05000US56035,812,10076,812,404,10076,32
2015,Kingman County,05000US20095,811,7615,811,272,7615,76
2015,Antelope County,05000US31003,811,6389,811,149,6389,85
2013,Mitchell County,05000US48335,811,6929,811,249,6929,319
2013,Moore County,05000US47127,810,6123,810,268,6123,125
2014,Ringgold County,05000US19159,809,4904,809,254,4904,100
2015,Ida County,05000US19093,809,6931,809,137,6931,57
2016,Catron County,05000US35003,809,3538,809,300,3538,7
2013,Carlisle County,05000US21039,808,4989,808,229,4989,54
2015,Pickett County,05000US47137,808,5005,808,252,5005,89
2013,Phelps County,05000US31137,808,8917,808,262,8917,97
2014,Gregory County,05000US46053,807,4187,807,129,4187,39
2013,Monona County,05000US19133,806,8919,806,248,8919,110
2015,Custer County,05000US16037,806,4190,806,275,4190,25
2015,Sac County,05000US19161,805,9876,805,136,9876,100
2014,Mathews County,05000US51115,805,8838,805,292,8838,94
2016,Hamilton County,05000US31081,804,8939,804,189,8939,97
2015,Traill County,05000US38097,804,7672,804,155,7672,135
2013,Gregory County,05000US46053,804,4197,804,125,4197,26
2016,Surry County,05000US51181,804,6731,804,270,6731,17
2015,Camden County,05000US37029,803,10161,803,287,10161,19
2014,Phillips County,05000US08095,802,4317,802,249,4317,36
2015,Sullivan County,05000US42113,802,6188,802,134,6188,100
2016,Valdez-Cordova Census Area,05000US02261,802,9397,802,196,9397,46
2016,Taylor County,05000US19173,802,6078,802,148,6078,41
2014,Custer County,05000US46033,801,8014,801,192,8014,111
2014,King and Queen County,05000US51097,800,7073,800,359,7073,17
2016,Buffalo County,05000US46017,800,2042,800,115,2042,12
2013,Rappahannock County,05000US51157,800,7380,800,327,7380,44
2013,Henderson County,05000US17071,799,7078,799,150,7078,72
2015,Sitka City and Borough,05000US02220,798,8820,798,186,8820,42
2013,Surry County,05000US51181,798,6922,798,261,6922,17
2016,Carlisle County,05000US21039,798,4873,798,204,4873,84
2015,Spink County,05000US46115,798,6363,798,181,6363,80
2016,Clay County,05000US20027,797,8195,797,257,8195,64
2016,Palo Alto County,05000US19147,797,8801,797,187,8801,51
2014,Lincoln County,05000US32017,797,4928,797,303,4928,202
2015,Beaver County,05000US49001,797,6376,797,255,6376,44
2013,Harmon County,05000US40057,796,2765,796,130,2765,52
2016,Sitka City and Borough,05000US02220,796,8799,796,176,8799,45
2015,Grant County,05000US20067,795,7734,795,307,7734,78
2016,Musselshell County,05000US30065,795,4680,795,237,4680,133
2013,San Miguel County,05000US08113,793,7471,793,252,7471,20
2015,Wirt County,05000US54105,792,5781,792,212,5781,73
2015,San Saba County,05000US48411,792,5197,792,186,5197,146
2013,Culebra Municipio,05000US72049,792,1478,792,249,1478,290
2014,Sublette County,05000US56035,789,10155,789,333,10155,16
2015,Brule County,05000US46015,789,5138,789,296,5138,73
2014,San Saba County,05000US48411,788,5320,788,224,5320,162
2015,Dewey County,05000US40043,788,4737,788,194,4737,42
2016,Rio Blanco County,05000US08103,788,6333,788,232,6333,119
2014,Rappahannock County,05000US51157,788,7397,788,332,7397,43
2014,San Miguel County,05000US08113,787,7568,787,209,7568,33
2013,Valdez-Cordova Census Area,05000US02261,787,9521,787,177,9521,46
2013,Los Alamos County,05000US35028,786,17857,786,270,17857,71
2016,Knox County,05000US29103,786,3911,786,133,3911,53
2014,Surry County,05000US51181,786,6885,786,222,6885,17
2014,Bland County,05000US51021,784,5790,784,305,5790,306
2014,Traill County,05000US38097,784,7732,784,167,7732,103
2013,Costilla County,05000US08023,784,3533,784,203,3533,29
2014,Musselshell County,05000US30065,784,4722,784,207,4722,137
2015,Union County,05000US46127,783,14654,783,186,14654,58
2014,Chattahoochee County,05000US13053,782,8667,782,337,8667,486
2014,Toole County,05000US30101,782,4476,782,198,4476,267
2013,McHenry County,05000US38049,782,5526,782,163,5526,49
2013,Bent County,05000US08011,782,4086,782,226,4086,346
2013,Forest County,05000US42053,782,4803,782,229,4803,1075
2013,Furnas County,05000US31065,782,4834,782,148,4834,37
2016,Scotland County,05000US29199,781,4749,781,196,4749,95
2015,Hamilton County,05000US31081,780,8936,780,215,8936,85
2013,Wheeler County,05000US48483,779,5439,779,192,5439,89
2015,Tyrrell County,05000US37177,779,3567,779,242,3567,179
2014,Bear Lake County,05000US16007,779,5888,779,213,5888,59
2013,Calhoun County,05000US05013,777,5211,777,214,5211,33
2014,Union County,05000US18161,777,7290,777,217,7290,70
2014,Sac County,05000US19161,776,9935,776,155,9935,108
2016,Worth County,05000US19195,775,7402,775,157,7402,66
2016,Jasper County,05000US17079,775,9407,775,213,9407,121
2015,Lyman County,05000US46085,775,3804,775,108,3804,22
2014,Barnes County,05000US38003,775,10531,775,182,10531,240
2016,Sublette County,05000US56035,775,9984,775,417,9984,46
2013,Hall County,05000US48191,774,3247,774,218,3247,41
2013,Somervell County,05000US48425,774,8285,774,292,8285,157
2016,Hardin County,05000US17069,774,4111,774,143,4111,57
2015,Musselshell County,05000US30065,774,4728,774,229,4728,143
2013,Wayne County,05000US19185,774,6256,774,154,6256,83
2014,Madison County,05000US30057,773,7646,773,210,7646,43
2014,Hall County,05000US48191,773,3206,773,208,3206,42
2016,Custer County,05000US08027,772,4304,772,267,4304,65
2013,Butler County,05000US31023,772,8195,772,182,8195,40
